,unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
2559,2559,NN79124,Nevada,4554.911887,No,Basic,Bachelor,1/13/11,Employed,M,90156,Urban,Married,114,16.0,6,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,388.346716,SUV,Small,A
2560,2560,ZB88708,Nevada,2799.470318,No,Basic,Master,1/11/11,Employed,M,78127,Rural,Married,69,5.0,6,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,136.172569,Four-Door Car,Medsize,A
2563,2563,LM58949,Oregon,2403.53947,No,Basic,High School or Below,1/30/11,Disabled,M,24248,Suburban,Married,70,33.0,82,3.0,1,Personal Auto,Personal L2,Offer1,Agent,336.0,Four-Door Car,Medsize,A
2564,2564,IM30965,Oregon,2545.070274,No,Basic,High School or Below,2/15/11,Employed,M,71868,Suburban,Single,65,6.0,61,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,312.0,Four-Door Car,Small,A
2565,2565,KR50062,Oregon,2754.45676,No,Basic,College,2/11/11,Employed,M,79507,Suburban,Married,70,7.0,17,3.0,1,Personal Auto,Personal L3,Offer2,Call Center,442.199439,Two-Door Car,Medsize,A
2566,2566,VV82891,Washington,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L1,Offer1,Web,350.4,Two-Door Car,Medsize,A
2569,2569,SN63066,Nevada,7154.094304,No,Basic,Bachelor,1/23/11,Employed,F,28204,Urban,Married,182,30.0,84,0.0,1,Personal Auto,Personal L2,Offer2,Branch,532.089467,Luxury Car,Medsize,A
2570,2570,AD95939,California,26511.60445,No,Extended,Bachelor,1/17/11,Employed,M,28773,Suburban,Single,229,14.0,72,0.0,2,Personal Auto,Personal L1,Offer4,Web,1099.2,Luxury Car,Medsize,A
2572,2572,PB43222,Washington,9102.902307,No,Premium,Doctor,2/22/11,Employed,M,73759,Suburban,Married,114,2.0,25,3.0,6,Personal Auto,Personal L3,Offer1,Agent,547.2,Four-Door Car,Small,A
2578,2578,MD17521,Oregon,10298.38586,No,Extended,High School or Below,1/31/11,Employed,M,64825,Urban,Married,129,1.0,78,0.0,4,Personal Auto,Personal L3,Offer2,Web,359.484342,SUV,Medsize,A
2580,2580,JX50334,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,A
2583,2583,WG37485,Oregon,5350.367001,No,Extended,College,1/11/11,Employed,F,58357,Suburban,Single,137,27.0,76,2.0,1,Personal Auto,Personal L2,Offer2,Call Center,708.220713,Sports Car,Medsize,A
2584,2584,EE59791,California,5931.28489,No,Basic,High School or Below,2/7/11,Employed,F,56617,Suburban,Married,74,18.0,24,0.0,3,Personal Auto,Personal L2,Offer4,Call Center,355.2,Four-Door Car,Small,A
2585,2585,EU95973,California,14941.90379,No,Basic,Bachelor,2/5/11,Disabled,F,22978,Suburban,Married,190,8.0,53,0.0,4,Personal Auto,Personal L3,Offer1,Branch,912.0,Luxury Car,Medsize,A
2586,2586,EN97874,Oregon,6446.706674,No,Extended,High School or Below,2/7/11,Employed,F,55037,Suburban,Married,80,20.0,88,1.0,8,Corporate Auto,Corporate L2,Offer3,Agent,481.823284,Four-Door Car,Medsize,A
2587,2587,PX27645,California,8467.369513,No,Extended,Bachelor,1/3/11,Unemployed,M,0,Suburban,Single,122,2.0,73,0.0,5,Personal Auto,Personal L1,Offer1,Call Center,1100.088685,SUV,Medsize,A
2588,2588,TX73398,Nevada,3697.04094,No,Premium,Bachelor,2/10/11,Unemployed,M,0,Suburban,Single,113,3.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Agent,813.6,Two-Door Car,Medsize,A
2592,2592,FB68802,Arizona,4025.095533,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Married,119,29.0,54,2.0,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,Small,A
2593,2593,AQ34238,Oregon,4606.26977,No,Basic,Bachelor,2/27/11,Unemployed,M,0,Suburban,Single,72,8.0,14,2.0,8,Corporate Auto,Corporate L1,Offer1,Call Center,518.4,Four-Door Car,Medsize,A
2594,2594,CJ51511,Arizona,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,A
2595,2595,TM13510,Arizona,2588.860221,No,Basic,Doctor,2/15/11,Employed,M,46168,Suburban,Married,65,1.0,7,0.0,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Four-Door Car,Medsize,A
2598,2598,XM14899,Oregon,8701.363763,No,Extended,College,2/12/11,Unemployed,M,0,Suburban,Married,122,8.0,32,0.0,6,Personal Auto,Personal L3,Offer4,Agent,684.851797,SUV,Medsize,A
2599,2599,FO78512,California,17429.87777,No,Basic,Master,1/9/11,Employed,M,41775,Rural,Married,109,11.0,80,0.0,2,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize,A
2602,2602,DB93245,Arizona,2853.600347,No,Basic,Doctor,1/19/11,Employed,F,87455,Urban,Divorced,71,10.0,46,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,329.238904,Four-Door Car,Medsize,A
2604,2604,MO33320,Oregon,4657.159469,No,Basic,College,1/13/11,Disabled,M,18024,Suburban,Single,65,13.0,1,0.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,A
2605,2605,VC43751,Arizona,5860.01804,No,Basic,Bachelor,1/26/11,Employed,F,38684,Suburban,Married,74,1.0,22,0.0,6,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,Medsize,A
2606,2606,QW44380,Washington,2637.602689,No,Basic,High School or Below,1/11/11,Employed,M,54378,Suburban,Married,66,16.0,30,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,316.8,Four-Door Car,Small,A
2612,2612,UH79028,Nevada,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
2623,2623,FQ20031,Oregon,10926.69497,No,Premium,High School or Below,1/9/11,Employed,M,29418,Suburban,Married,274,23.0,31,0.0,1,Personal Auto,Personal L2,Offer4,Agent,1972.8,Luxury SUV,Medsize,A
2627,2627,VH31965,Washington,5285.118669,No,Basic,Bachelor,1/24/11,Employed,M,40783,Suburban,Married,67,13.0,43,1.0,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize,A
2629,2629,XS30210,Arizona,10359.01985,No,Basic,College,2/12/11,Employed,M,84583,Urban,Married,65,6.0,50,0.0,2,Corporate Auto,Corporate L1,Offer2,Branch,238.868659,Four-Door Car,Small,A
2630,2630,PY51000,California,12883.81001,No,Premium,Bachelor,2/23/11,Employed,M,34148,Urban,Married,109,27.0,30,0.0,2,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize,A
2633,2633,MP95255,California,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,A
2637,2637,LB59405,California,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L2,Offer2,Agent,547.2,Four-Door Car,Medsize,A
2644,2644,YM88338,California,4879.442929,No,Basic,Bachelor,2/25/11,Employed,F,58580,Suburban,Married,61,5.0,53,0.0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,A
2645,2645,QT43282,Oregon,9409.143498,No,Basic,Master,2/25/11,Employed,M,76847,Rural,Single,118,16.0,52,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.58501,SUV,Medsize,A
2647,2647,UQ71296,Washington,5625.307768,No,Basic,College,2/28/11,Employed,M,97095,Urban,Married,70,4.0,8,0.0,5,Personal Auto,Personal L1,Offer4,Branch,208.035411,Four-Door Car,Large,A
2651,2651,BA17836,California,7868.165983,No,Basic,High School or Below,1/17/11,Employed,M,57340,Rural,Single,67,7.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,159.391681,Four-Door Car,Medsize,A
2652,2652,AA69265,Nevada,3964.730745,No,Premium,Bachelor,1/17/11,Employed,F,60817,Suburban,Single,103,3.0,79,1.0,1,Personal Auto,Personal L2,Offer2,Web,494.4,Four-Door Car,Medsize,A
2656,2656,SL71998,Oregon,2797.759849,No,Basic,College,1/18/11,Employed,M,63223,Suburban,Married,71,3.0,72,0.0,1,Personal Auto,Personal L1,Offer3,Web,397.622116,Two-Door Car,Small,A
2657,2657,TV97612,Oregon,8105.996039,No,Basic,Bachelor,2/24/11,Medical Leave,M,20815,Suburban,Married,110,7.0,35,0.0,9,Personal Auto,Personal L3,Offer1,Agent,528.0,SUV,Medsize,A
2658,2658,WV79842,California,9283.737773,No,Extended,High School or Below,1/16/11,Employed,M,24314,Suburban,Married,235,20.0,60,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,1128.0,Luxury SUV,Medsize,A
2659,2659,AQ11656,Arizona,2141.750757,No,Basic,Bachelor,2/8/11,Unemployed,M,0,Suburban,Married,61,5.0,90,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,437.040616,Four-Door Car,Medsize,A
2662,2662,NK27819,Arizona,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Medsize,A
2663,2663,UW70224,Oregon,2637.942355,No,Basic,College,1/26/11,Employed,F,63422,Suburban,Married,66,8.0,68,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,355.922452,Four-Door Car,Small,A
2670,2670,LG19551,Arizona,5764.784159,No,Basic,Bachelor,1/25/11,Employed,M,22134,Suburban,Married,72,13.0,81,0.0,3,Corporate Auto,Corporate L2,Offer1,Call Center,445.879224,Four-Door Car,Medsize,A
2671,2671,CC85895,Nevada,8509.019846,No,Basic,Bachelor,1/12/11,Employed,F,56481,Urban,Married,106,7.0,17,0.0,3,Personal Auto,Personal L1,Offer1,Branch,273.250112,SUV,Medsize,A
2672,2672,RA65645,California,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Sports Car,Medsize,A
2673,2673,EZ30498,Oregon,8635.4035,No,Basic,Bachelor,2/15/11,Medical Leave,M,13129,Suburban,Married,117,15.0,93,0.0,6,Personal Auto,Personal L3,Offer1,Web,700.901632,SUV,Medsize,A
2675,2675,KF46546,Arizona,5789.352696,No,Basic,Bachelor,2/12/11,Employed,F,75845,Rural,Married,72,2.0,71,0.0,6,Personal Auto,Personal L2,Offer1,Agent,73.848672,Four-Door Car,Medsize,A
2684,2684,ZC17276,California,7755.209719,No,Premium,Master,1/15/11,Unemployed,M,0,Suburban,Single,110,7.0,90,0.0,5,Personal Auto,Personal L3,Offer1,Branch,528.0,Four-Door Car,Medsize,A
2685,2685,JH91579,Oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,456.0,Two-Door Car,Large,A
2692,2692,XJ39660,Oregon,5297.918924,No,Basic,Bachelor,2/9/11,Employed,F,66203,Rural,Married,66,15.0,38,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,130.697268,Four-Door Car,Medsize,A
2694,2694,JQ74890,Nevada,2921.681366,No,Extended,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,80,10.0,81,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,739.310493,Four-Door Car,Medsize,A
2695,2695,HR26088,Arizona,5926.957452,No,Extended,College,1/17/11,Unemployed,F,0,Suburban,Married,84,19.0,26,2.0,4,Personal Auto,Personal L2,Offer1,Branch,403.2,Four-Door Car,Medsize,A
2697,2697,TH86528,Washington,5775.517825,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,76,20.0,17,0.0,6,Personal Auto,Personal L1,Offer3,Call Center,784.611446,Two-Door Car,Small,A
2699,2699,NQ86532,California,2576.455597,No,Basic,High School or Below,1/22/11,Medical Leave,M,26854,Suburban,Married,66,31.0,70,0.0,1,Personal Auto,Personal L3,Offer1,Agent,475.2,Four-Door Car,Small,A
2703,2703,WC22220,Arizona,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,316.8,Two-Door Car,Medsize,A
2706,2706,OV29928,Washington,5225.253777,No,Basic,College,2/24/11,Employed,F,67423,Urban,Married,65,24.0,0,0.0,9,Corporate Auto,Corporate L3,Offer3,Agent,293.308765,Four-Door Car,Medsize,A
2708,2708,IK12620,Arizona,4213.918619,No,Premium,High School or Below,1/19/11,Disabled,F,12160,Urban,Married,109,5.0,34,0.0,1,Personal Auto,Personal L1,Offer2,Agent,489.411833,Four-Door Car,Medsize,A
2709,2709,FA89548,Arizona,2436.397813,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Married,67,16.0,92,0.0,1,Personal Auto,Personal L1,Offer3,Branch,399.0564,Four-Door Car,Small,A
2710,2710,SM36624,Arizona,7054.776317,No,Extended,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,207,32.0,96,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,1490.4,Luxury SUV,Medsize,A
2711,2711,YP75411,Arizona,21123.1166,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,69,15.0,9,0.0,2,Personal Auto,Personal L3,Offer3,Agent,496.8,Two-Door Car,Medsize,A
2713,2713,LS90887,California,5674.381244,No,Basic,Bachelor,2/18/11,Employed,F,26225,Urban,Married,72,18.0,25,1.0,7,Special Auto,Special L2,Offer2,Web,320.777404,Four-Door Car,Medsize,A
2719,2719,YW95322,California,3508.905811,No,Extended,Bachelor,1/23/11,Employed,M,23629,Suburban,Married,88,15.0,81,0.0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Small,A
2722,2722,TY27229,Arizona,9114.276632,No,Premium,Bachelor,2/24/11,Employed,M,85942,Rural,Married,116,16.0,36,2.0,5,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize,A
2723,2723,PJ13204,California,3301.518961,No,Extended,High School or Below,1/25/11,Unemployed,F,0,Suburban,Married,89,10.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,427.2,Two-Door Car,Large,A
2728,2728,EE24901,Arizona,2989.912494,No,Extended,Bachelor,1/10/11,Unemployed,M,0,Suburban,Married,83,23.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Web,398.4,Two-Door Car,Large,A
2730,2730,JO13576,California,2633.011837,No,Basic,High School or Below,1/1/11,Retired,F,21861,Suburban,Married,69,3.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,348.278032,Four-Door Car,Medsize,A
2732,2732,RO26233,California,2464.707849,No,Basic,College,2/25/11,Employed,F,31056,Suburban,Divorced,63,5.0,46,0.0,1,Personal Auto,Personal L2,Offer3,Agent,302.4,Four-Door Car,Medsize,A
2733,2733,MN20737,Nevada,2553.672212,No,Basic,College,2/26/11,Employed,F,73935,Rural,Married,64,13.0,29,1.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,72.071195,Four-Door Car,Medsize,A
2739,2739,TC29250,California,7350.182328,No,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Single,108,7.0,54,0.0,4,Personal Auto,Personal L3,Offer2,Branch,777.6,Sports Car,Medsize,A
2743,2743,BE55425,Oregon,6403.577368,No,Extended,College,1/31/11,Employed,M,28095,Suburban,Married,82,18.0,2,0.0,8,Personal Auto,Personal L3,Offer3,Web,393.6,Four-Door Car,Medsize,A
2753,2753,ZL73902,Nevada,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,A
2757,2757,TQ32702,Nevada,6990.917824,No,Extended,College,1/27/11,Employed,F,22568,Suburban,Married,88,31.0,63,0.0,6,Corporate Auto,Corporate L2,Offer3,Branch,422.4,Four-Door Car,Medsize,A
2758,2758,QU55718,California,10978.7834,No,Extended,Bachelor,2/12/11,Employed,F,92914,Suburban,Married,136,24.0,55,0.0,8,Personal Auto,Personal L1,Offer1,Agent,979.2,Sports Car,Large,A
2761,2761,BV55014,Oregon,7268.736958,No,Basic,Bachelor,2/8/11,Employed,M,24445,Suburban,Single,63,18.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize,A
2763,2763,LY73893,California,5563.771927,No,Basic,College,1/21/11,Employed,M,35398,Suburban,Divorced,71,26.0,41,0.0,7,Personal Auto,Personal L3,Offer3,Agent,340.8,Four-Door Car,Medsize,A
2769,2769,YA52900,Oregon,8304.688878,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,122,22.0,14,2.0,9,Corporate Auto,Corporate L3,Offer2,Agent,681.328474,SUV,Small,A
2772,2772,JO75190,Nevada,8673.587,No,Basic,Bachelor,1/31/11,Employed,M,43963,Suburban,Married,110,25.0,59,0.0,7,Corporate Auto,Corporate L3,Offer3,Agent,528.0,SUV,Medsize,A
2774,2774,BH35016,Nevada,16706.11699,No,Basic,Bachelor,2/9/11,Employed,F,63933,Suburban,Divorced,70,35.0,98,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize,A
2775,2775,NM44679,California,9783.628981,No,Extended,College,2/25/11,Unemployed,M,0,Suburban,Married,136,33.0,21,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,979.2,SUV,Medsize,A
2777,2777,XS36281,Washington,5570.21583,No,Extended,College,1/29/11,Employed,F,85718,Urban,Single,139,4.0,98,1.0,1,Personal Auto,Personal L3,Offer1,Branch,540.173933,Sports Car,Medsize,A
2780,2780,KU56006,Arizona,5536.386959,No,Basic,College,1/7/11,Employed,F,52220,Suburban,Married,70,17.0,42,1.0,5,Personal Auto,Personal L2,Offer1,Call Center,336.0,Four-Door Car,Small,A
2783,2783,BA66627,Nevada,36229.40842,No,Basic,Bachelor,1/21/11,Employed,F,22220,Rural,Single,105,29.0,46,0.0,2,Personal Auto,Personal L3,Offer1,Branch,22.45383,Sports Car,Medsize,A
2788,2788,WV39838,Arizona,2436.839358,No,Basic,College,2/8/11,Unemployed,F,0,Rural,Married,65,34.0,84,0.0,1,Personal Auto,Personal L3,Offer2,Branch,149.241472,Two-Door Car,Large,A
2793,2793,QY37300,Nevada,13502.63148,No,Basic,Master,2/21/11,Employed,M,57222,Urban,Married,112,3.0,88,1.0,2,Personal Auto,Personal L2,Offer2,Branch,297.187468,Sports Car,Medsize,A
2797,2797,VA77345,Oregon,3531.039178,No,Extended,College,2/25/11,Employed,F,26884,Urban,Married,89,11.0,84,0.0,1,Special Auto,Special L2,Offer4,Call Center,238.132215,Four-Door Car,Medsize,A
2800,2800,TA31436,California,8132.702789,No,Basic,Bachelor,1/9/11,Employed,F,36737,Suburban,Married,102,13.0,20,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large,A
2802,2802,XR74789,Washington,7199.645715,No,Extended,College,1/14/11,Employed,F,63328,Suburban,Married,89,19.0,19,0.0,9,Personal Auto,Personal L2,Offer2,Web,427.2,Two-Door Car,Medsize,A
2803,2803,RB28630,Oregon,5894.907375,No,Basic,High School or Below,2/20/11,Employed,F,39381,Suburban,Married,74,6.0,55,1.0,7,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Small,A
2804,2804,JX10102,Arizona,3223.217276,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,91,35.0,12,1.0,1,Personal Auto,Personal L2,Offer3,Agent,655.2,Four-Door Car,Small,A
2806,2806,QS79556,Arizona,9414.119587,No,Extended,College,1/28/11,Disabled,F,20455,Suburban,Married,84,14.0,40,2.0,2,Corporate Auto,Corporate L3,Offer3,Branch,564.922034,Two-Door Car,Medsize,A
2807,2807,RZ89359,California,2450.625315,No,Basic,College,1/11/11,Employed,F,61883,Rural,Divorced,62,11.0,62,0.0,1,Personal Auto,Personal L1,Offer4,Web,18.077998,Four-Door Car,Medsize,A
2808,2808,SX85653,Arizona,5522.524223,No,Extended,Doctor,1/25/11,Employed,F,85609,Suburban,Married,136,22.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,652.8,SUV,Medsize,A
2812,2812,JD19036,Arizona,16261.16768,No,Extended,Master,2/18/11,Employed,F,41671,Urban,Single,136,15.0,30,0.0,2,Personal Auto,Personal L1,Offer1,Agent,570.388228,SUV,Medsize,A
2817,2817,GW42895,Oregon,17625.53763,No,Basic,Bachelor,1/25/11,Employed,F,77803,Urban,Married,63,30.0,18,0.0,2,Personal Auto,Personal L3,Offer2,Agent,217.554695,Four-Door Car,Medsize,A
2820,2820,OO96627,California,3531.348165,No,Extended,High School or Below,2/11/11,Unemployed,M,0,Suburban,Single,98,23.0,46,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small,A
2821,2821,QZ42725,Washington,2310.882998,No,Basic,Bachelor,1/1/11,Unemployed,F,0,Suburban,Single,64,12.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize,A
2825,2825,ZG19911,California,2552.226197,No,Basic,Bachelor,2/2/11,Employed,F,35149,Rural,Married,64,26.0,33,0.0,1,Personal Auto,Personal L2,Offer4,Web,120.477298,Two-Door Car,Medsize,A
2828,2828,WM19967,California,19884.91592,No,Basic,College,1/12/11,Employed,F,63755,Urban,Married,62,28.0,40,0.0,2,Personal Auto,Personal L2,Offer2,Web,291.860708,Two-Door Car,Medsize,A
2829,2829,LQ68252,Oregon,3738.436222,No,Basic,High School or Below,2/11/11,Retired,M,27208,Suburban,Single,102,10.0,65,0.0,1,Personal Auto,Personal L2,Offer1,Web,489.6,SUV,Medsize,A
2830,2830,FB77856,Nevada,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,A
2836,2836,GE50763,Washington,3491.741616,No,Premium,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,104,30.0,88,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,748.8,Four-Door Car,Medsize,A
2837,2837,EK95340,Washington,8355.512557,No,Premium,Master,2/11/11,Employed,M,49564,Suburban,Divorced,105,8.0,29,0.0,5,Corporate Auto,Corporate L1,Offer3,Web,661.608936,Four-Door Car,Small,A
2841,2841,SB60942,Arizona,7258.634662,No,Basic,College,1/18/11,Employed,M,88082,Urban,Married,61,10.0,45,1.0,2,Personal Auto,Personal L1,Offer4,Branch,218.779614,Two-Door Car,Medsize,A
2843,2843,PY98041,Oregon,5406.876611,No,Basic,Bachelor,1/20/11,Employed,M,27166,Suburban,Single,71,29.0,51,0.0,5,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
2845,2845,FS42516,Oregon,5802.065978,No,Basic,College,1/29/11,Employed,M,97541,Suburban,Married,72,22.0,1,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,389.185006,Four-Door Car,Large,A
2847,2847,DW71192,Oregon,5971.313496,No,Extended,High School or Below,1/21/11,Employed,M,52018,Suburban,Divorced,78,17.0,37,3.0,7,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,A
2850,2850,IY31142,Oregon,2444.329535,No,Basic,College,2/9/11,Employed,M,83800,Urban,Single,62,11.0,44,0.0,1,Personal Auto,Personal L3,Offer2,Branch,196.155575,Four-Door Car,Medsize,A
2861,2861,SO54368,Oregon,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Medsize,A
2862,2862,OR40060,Arizona,3323.092454,No,Extended,Bachelor,1/18/11,Employed,M,70410,Rural,Married,83,25.0,13,0.0,1,Personal Auto,Personal L3,Offer2,Web,131.828507,Four-Door Car,Medsize,A
2865,2865,FH77504,California,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
